Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2022-01-01 00:00:00,Sweden,South Sweden,SE-SE4,26.67,70.45,96.54,77.65,entsoe.eu,false,
2022-01-01 01:00:00,Sweden,South Sweden,SE-SE4,9.34,47.66,98.77,74.0,entsoe.eu,false,
2022-01-01 02:00:00,Sweden,South Sweden,SE-SE4,10.48,47.94,98.62,71.2,entsoe.eu,false,
2022-01-01 03:00:00,Sweden,South Sweden,SE-SE4,27.93,72.6,96.38,72.51,entsoe.eu,false,
2022-01-01 04:00:00,Sweden,South Sweden,SE-SE4,10.48,49.26,98.66,68.8,entsoe.eu,false,
2022-01-01 05:00:00,Sweden,South Sweden,SE-SE4,22.92,67.59,97.03,70.68,entsoe.eu,false,
2022-01-01 06:00:00,Sweden,South Sweden,SE-SE4,32.76,82.09,95.8,71.21,entsoe.eu,false,
2022-01-01 07:00:00,Sweden,South Sweden,SE-SE4,22.93,72.93,97.05,70.28,entsoe.eu,false,
2022-01-01 08:00:00,Sweden,South Sweden,SE-SE4,3.03,45.17,99.66,67.41,entsoe.eu,false,
2022-01-01 09:00:00,Sweden,South Sweden,SE-SE4,34.08,79.31,95.37,64.75,entsoe.eu,false,
2022-01-01 10:00:00,Sweden,South Sweden,SE-SE4,122.52,174.48,87.14,60.63,entsoe.eu,false,
2022-01-01 11:00:00,Sweden,South Sweden,SE-SE4,166.86,225.51,79.66,56.3,entsoe.eu,false,
2022-01-01 12:00:00,Sweden,South Sweden,SE-SE4,183.71,245.7,76.67,54.62,entsoe.eu,false,
2022-01-01 13:00:00,Sweden,South Sweden,SE-SE4,127.04,179.86,86.41,58.76,entsoe.eu,false,
2022-01-01 14:00:00,Sweden,South Sweden,SE-SE4,130.4,187.75,86.3,61.15,entsoe.eu,false,
2022-01-01 15:00:00,Sweden,South Sweden,SE-SE4,147.42,209.3,84.48,63.09,entsoe.eu,false,
2022-01-01 16:00:00,Sweden,South Sweden,SE-SE4,67.16,124.07,92.1,69.97,entsoe.eu,false,
2022-01-01 17:00:00,Sweden,South Sweden,SE-SE4,36.47,84.0,95.47,70.95,entsoe.eu,false,
2022-01-01 18:00:00,Sweden,South Sweden,SE-SE4,40.63,90.25,94.87,74.29,entsoe.eu,false,
2022-01-01 19:00:00,Sweden,South Sweden,SE-SE4,29.62,76.04,96.06,77.47,entsoe.eu,false,
2022-01-01 20:00:00,Sweden,South Sweden,SE-SE4,9.01,47.74,98.82,76.39,entsoe.eu,false,
2022-01-01 21:00:00,Sweden,South Sweden,SE-SE4,3.45,38.38,99.58,75.48,entsoe.eu,false,
2022-01-01 22:00:00,Sweden,South Sweden,SE-SE4,1.68,33.68,99.82,73.98,entsoe.eu,false,
2022-01-01 23:00:00,Sweden,South Sweden,SE-SE4,1.57,31.7,99.83,74.0,entsoe.eu,false,
2022-01-02 00:00:00,Sweden,South Sweden,SE-SE4,1.58,31.54,99.83,73.44,entsoe.eu,false,
2022-01-02 01:00:00,Sweden,South Sweden,SE-SE4,1.57,31.81,99.83,73.05,entsoe.eu,false,
2022-01-02 02:00:00,Sweden,South Sweden,SE-SE4,11.77,47.11,98.42,75.2,entsoe.eu,false,
2022-01-02 03:00:00,Sweden,South Sweden,SE-SE4,24.37,64.63,96.8,77.31,entsoe.eu,false,
2022-01-02 04:00:00,Sweden,South Sweden,SE-SE4,32.03,74.65,95.79,77.61,entsoe.eu,false,
2022-01-02 05:00:00,Sweden,South Sweden,SE-SE4,45.37,92.31,94.1,78.28,entsoe.eu,false,
2022-01-02 06:00:00,Sweden,South Sweden,SE-SE4,29.17,73.12,96.21,74.79,entsoe.eu,false,
2022-01-02 07:00:00,Sweden,South Sweden,SE-SE4,27.44,71.39,96.45,74.82,entsoe.eu,false,
2022-01-02 08:00:00,Sweden,South Sweden,SE-SE4,28.45,72.8,96.36,75.6,entsoe.eu,false,
2022-01-02 09:00:00,Sweden,South Sweden,SE-SE4,23.43,65.28,97.01,74.47,entsoe.eu,false,
2022-01-02 10:00:00,Sweden,South Sweden,SE-SE4,15.96,55.61,97.96,72.64,entsoe.eu,false,
2022-01-02 11:00:00,Sweden,South Sweden,SE-SE4,13.83,53.27,98.24,72.72,entsoe.eu,false,
2022-01-02 12:00:00,Sweden,South Sweden,SE-SE4,2.74,38.32,99.69,70.0,entsoe.eu,false,
2022-01-02 13:00:00,Sweden,South Sweden,SE-SE4,11.72,47.86,98.64,70.02,entsoe.eu,false,
2022-01-02 14:00:00,Sweden,South Sweden,SE-SE4,14.36,51.27,98.31,69.47,entsoe.eu,false,
2022-01-02 15:00:00,Sweden,South Sweden,SE-SE4,18.75,58.38,97.74,70.11,entsoe.eu,false,
2022-01-02 16:00:00,Sweden,South Sweden,SE-SE4,20.52,61.14,97.54,70.46,entsoe.eu,false,
2022-01-02 17:00:00,Sweden,South Sweden,SE-SE4,25.06,67.8,96.98,71.25,entsoe.eu,false,
2022-01-02 18:00:00,Sweden,South Sweden,SE-SE4,34.4,81.64,95.7,73.86,entsoe.eu,false,
2022-01-02 19:00:00,Sweden,South Sweden,SE-SE4,32.79,78.7,95.74,75.04,entsoe.eu,false,
2022-01-02 20:00:00,Sweden,South Sweden,SE-SE4,25.58,70.6,96.67,75.42,entsoe.eu,false,
2022-01-02 21:00:00,Sweden,South Sweden,SE-SE4,18.85,59.74,97.53,71.87,entsoe.eu,false,
2022-01-02 22:00:00,Sweden,South Sweden,SE-SE4,33.81,79.47,95.55,77.18,entsoe.eu,false,
2022-01-02 23:00:00,Sweden,South Sweden,SE-SE4,145.03,203.49,83.28,81.53,entsoe.eu,false,
2022-01-03 00:00:00,Sweden,South Sweden,SE-SE4,165.98,225.72,81.05,78.95,entsoe.eu,false,
2022-01-03 01:00:00,Sweden,South Sweden,SE-SE4,175.06,235.95,79.86,77.64,entsoe.eu,false,
2022-01-03 02:00:00,Sweden,South Sweden,SE-SE4,180.64,242.2,79.36,76.17,entsoe.eu,false,
2022-01-03 03:00:00,Sweden,South Sweden,SE-SE4,176.17,236.15,79.84,77.61,entsoe.eu,false,
2022-01-03 04:00:00,Sweden,South Sweden,SE-SE4,97.05,156.15,88.09,85.69,entsoe.eu,false,
2022-01-03 05:00:00,Sweden,South Sweden,SE-SE4,40.22,88.06,94.74,76.17,entsoe.eu,false,
2022-01-03 06:00:00,Sweden,South Sweden,SE-SE4,22.79,69.18,97.03,74.86,entsoe.eu,false,
2022-01-03 07:00:00,Sweden,South Sweden,SE-SE4,21.03,66.09,97.31,74.4,entsoe.eu,false,
2022-01-03 08:00:00,Sweden,South Sweden,SE-SE4,23.57,67.87,97.08,75.14,entsoe.eu,false,
2022-01-03 09:00:00,Sweden,South Sweden,SE-SE4,29.13,75.36,96.4,77.0,entsoe.eu,false,
2022-01-03 10:00:00,Sweden,South Sweden,SE-SE4,21.03,65.59,97.26,77.83,entsoe.eu,false,
2022-01-03 11:00:00,Sweden,South Sweden,SE-SE4,16.82,60.09,97.76,78.05,entsoe.eu,false,
2022-01-03 12:00:00,Sweden,South Sweden,SE-SE4,16.77,59.58,97.76,78.46,entsoe.eu,false,
2022-01-03 13:00:00,Sweden,South Sweden,SE-SE4,7.49,44.54,99.03,75.69,entsoe.eu,false,
2022-01-03 14:00:00,Sweden,South Sweden,SE-SE4,10.43,48.84,98.66,76.83,entsoe.eu,false,
2022-01-03 15:00:00,Sweden,South Sweden,SE-SE4,10.38,47.58,98.66,76.09,entsoe.eu,false,
2022-01-03 16:00:00,Sweden,South Sweden,SE-SE4,10.01,46.34,98.71,75.99,entsoe.eu,false,
2022-01-03 17:00:00,Sweden,South Sweden,SE-SE4,8.28,44.51,98.93,76.57,entsoe.eu,false,
2022-01-03 18:00:00,Sweden,South Sweden,SE-SE4,6.1,42.01,99.22,76.58,entsoe.eu,false,
2022-01-03 19:00:00,Sweden,South Sweden,SE-SE4,6.65,42.15,99.15,76.73,entsoe.eu,false,
2022-01-03 20:00:00,Sweden,South Sweden,SE-SE4,8.76,44.36,98.87,77.01,entsoe.eu,false,
2022-01-03 21:00:00,Sweden,South Sweden,SE-SE4,1.62,32.63,99.82,73.93,entsoe.eu,false,
2022-01-03 22:00:00,Sweden,South Sweden,SE-SE4,1.59,32.13,99.83,73.1,entsoe.eu,false,
2022-01-03 23:00:00,Sweden,South Sweden,SE-SE4,1.57,31.75,99.83,72.18,entsoe.eu,false,
2022-01-04 00:00:00,Sweden,South Sweden,SE-SE4,1.62,32.43,99.82,71.51,entsoe.eu,false,
2022-01-04 01:00:00,Sweden,South Sweden,SE-SE4,1.64,32.1,99.82,69.18,entsoe.eu,false,
