Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2021-01-01 00:00:00,Sweden,South Central Sweden,SE-SE3,1.28,26.5,99.49,57.1,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-01 01:00:00,Sweden,South Central Sweden,SE-SE3,1.31,26.44,99.49,56.73,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-01 02:00:00,Sweden,South Central Sweden,SE-SE3,1.8,26.91,99.41,56.51,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-01 03:00:00,Sweden,South Central Sweden,SE-SE3,1.27,26.44,99.5,56.44,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-01 04:00:00,Sweden,South Central Sweden,SE-SE3,1.31,26.82,99.48,57.03,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-01 05:00:00,Sweden,South Central Sweden,SE-SE3,1.34,27.26,99.47,57.55,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-01 06:00:00,Sweden,South Central Sweden,SE-SE3,1.37,27.71,99.46,57.96,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-01 07:00:00,Sweden,South Central Sweden,SE-SE3,1.69,28.33,99.39,58.33,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-01 08:00:00,Sweden,South Central Sweden,SE-SE3,1.74,28.53,99.38,58.88,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-01 09:00:00,Sweden,South Central Sweden,SE-SE3,1.71,28.2,99.39,60.07,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-01 10:00:00,Sweden,South Central Sweden,SE-SE3,1.72,28.16,99.4,61.36,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-01 11:00:00,Sweden,South Central Sweden,SE-SE3,1.72,28.18,99.4,61.92,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-01 12:00:00,Sweden,South Central Sweden,SE-SE3,1.75,28.31,99.39,62.13,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-01 13:00:00,Sweden,South Central Sweden,SE-SE3,1.75,28.21,99.4,62.9,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-01 14:00:00,Sweden,South Central Sweden,SE-SE3,1.75,28.18,99.4,63.65,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
