Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2022-01-07 08:00:00,Sweden,South Central Sweden,SE-SE3,13.5,42.58,98.26,65.39,entsoe.eu,false,
2022-01-07 09:00:00,Sweden,South Central Sweden,SE-SE3,13.44,42.14,98.22,65.19,entsoe.eu,false,
2022-01-07 10:00:00,Sweden,South Central Sweden,SE-SE3,11.21,39.52,98.48,66.71,entsoe.eu,false,
2022-01-07 11:00:00,Sweden,South Central Sweden,SE-SE3,10.73,38.95,98.55,67.16,entsoe.eu,false,
2022-01-07 12:00:00,Sweden,South Central Sweden,SE-SE3,10.37,38.74,98.56,67.13,entsoe.eu,false,
2022-01-07 13:00:00,Sweden,South Central Sweden,SE-SE3,10.55,38.94,98.54,67.85,entsoe.eu,false,
2022-01-07 14:00:00,Sweden,South Central Sweden,SE-SE3,9.65,38.06,98.65,68.53,entsoe.eu,false,
2022-01-07 15:00:00,Sweden,South Central Sweden,SE-SE3,10.6,39.37,98.51,67.84,entsoe.eu,false,
2022-01-07 16:00:00,Sweden,South Central Sweden,SE-SE3,11.08,40.11,98.47,66.84,entsoe.eu,false,
2022-01-07 17:00:00,Sweden,South Central Sweden,SE-SE3,10.71,39.62,98.51,66.1,entsoe.eu,false,
2022-01-07 18:00:00,Sweden,South Central Sweden,SE-SE3,9.76,38.42,98.65,66.78,entsoe.eu,false,
2022-01-07 19:00:00,Sweden,South Central Sweden,SE-SE3,10.29,39.36,98.61,65.86,entsoe.eu,false,
2022-01-07 20:00:00,Sweden,South Central Sweden,SE-SE3,6.29,34.79,99.16,65.75,entsoe.eu,false,
2022-01-07 21:00:00,Sweden,South Central Sweden,SE-SE3,1.67,29.37,99.8,65.8,entsoe.eu,false,
2022-01-07 22:00:00,Sweden,South Central Sweden,SE-SE3,1.58,29.53,99.81,64.88,entsoe.eu,false,
2022-01-07 23:00:00,Sweden,South Central Sweden,SE-SE3,1.68,29.18,99.79,65.2,entsoe.eu,false,
2022-01-08 00:00:00,Sweden,South Central Sweden,SE-SE3,1.72,29.33,99.79,64.9,entsoe.eu,false,
2022-01-08 01:00:00,Sweden,South Central Sweden,SE-SE3,1.64,29.09,99.8,64.44,entsoe.eu,false,
2022-01-08 02:00:00,Sweden,South Central Sweden,SE-SE3,1.65,29.18,99.8,64.75,entsoe.eu,false,
2022-01-08 03:00:00,Sweden,South Central Sweden,SE-SE3,1.64,28.96,99.79,64.88,entsoe.eu,false,
2022-01-08 04:00:00,Sweden,South Central Sweden,SE-SE3,1.58,28.52,99.81,64.01,entsoe.eu,false,
2022-01-08 05:00:00,Sweden,South Central Sweden,SE-SE3,1.54,28.31,99.81,64.05,entsoe.eu,false,
2022-01-08 06:00:00,Sweden,South Central Sweden,SE-SE3,1.63,28.39,99.8,63.85,entsoe.eu,false,
2022-01-08 07:00:00,Sweden,South Central Sweden,SE-SE3,6.24,33.56,99.16,64.21,entsoe.eu,false,
2022-01-08 08:00:00,Sweden,South Central Sweden,SE-SE3,7.04,34.41,99.06,64.47,entsoe.eu,false,
2022-01-08 09:00:00,Sweden,South Central Sweden,SE-SE3,6.68,33.89,99.09,65.48,entsoe.eu,false,
2022-01-08 10:00:00,Sweden,South Central Sweden,SE-SE3,4.56,31.54,99.39,65.48,entsoe.eu,false,
2022-01-08 11:00:00,Sweden,South Central Sweden,SE-SE3,4.54,31.78,99.39,65.09,entsoe.eu,false,
2022-01-08 12:00:00,Sweden,South Central Sweden,SE-SE3,1.72,28.54,99.78,64.82,entsoe.eu,false,
2022-01-08 13:00:00,Sweden,South Central Sweden,SE-SE3,4.12,31.37,99.45,64.39,entsoe.eu,false,
2022-01-08 14:00:00,Sweden,South Central Sweden,SE-SE3,7.97,35.55,98.93,64.6,entsoe.eu,false,
2022-01-08 15:00:00,Sweden,South Central Sweden,SE-SE3,12.78,41.0,98.29,63.65,entsoe.eu,false,
2022-01-08 16:00:00,Sweden,South Central Sweden,SE-SE3,12.27,40.25,98.4,64.08,entsoe.eu,false,
2022-01-08 17:00:00,Sweden,South Central Sweden,SE-SE3,14.52,43.02,98.13,62.72,entsoe.eu,false,
2022-01-08 18:00:00,Sweden,South Central Sweden,SE-SE3,13.96,42.92,98.17,61.42,entsoe.eu,false,
2022-01-08 19:00:00,Sweden,South Central Sweden,SE-SE3,11.38,39.99,98.56,60.05,entsoe.eu,false,
2022-01-08 20:00:00,Sweden,South Central Sweden,SE-SE3,9.67,38.02,98.82,59.47,entsoe.eu,false,
2022-01-08 21:00:00,Sweden,South Central Sweden,SE-SE3,7.36,34.9,99.1,59.67,entsoe.eu,false,
2022-01-08 22:00:00,Sweden,South Central Sweden,SE-SE3,1.75,28.24,99.8,59.37,entsoe.eu,false,
2022-01-08 23:00:00,Sweden,South Central Sweden,SE-SE3,1.58,27.98,99.82,58.32,entsoe.eu,false,
2022-01-09 00:00:00,Sweden,South Central Sweden,SE-SE3,1.63,27.92,99.81,58.39,entsoe.eu,false,
2022-01-09 01:00:00,Sweden,South Central Sweden,SE-SE3,1.5,28.12,99.83,58.46,entsoe.eu,false,
2022-01-09 02:00:00,Sweden,South Central Sweden,SE-SE3,1.52,28.32,99.83,58.09,entsoe.eu,false,
2022-01-09 03:00:00,Sweden,South Central Sweden,SE-SE3,1.53,28.44,99.83,58.26,entsoe.eu,false,
2022-01-09 04:00:00,Sweden,South Central Sweden,SE-SE3,1.53,28.7,99.82,59.09,entsoe.eu,false,
2022-01-09 05:00:00,Sweden,South Central Sweden,SE-SE3,1.55,29.03,99.82,59.09,entsoe.eu,false,
2022-01-09 06:00:00,Sweden,South Central Sweden,SE-SE3,1.55,29.09,99.82,59.94,entsoe.eu,false,
2022-01-09 07:00:00,Sweden,South Central Sweden,SE-SE3,1.54,29.28,99.83,60.21,entsoe.eu,false,
2022-01-09 08:00:00,Sweden,South Central Sweden,SE-SE3,1.53,29.11,99.83,61.96,entsoe.eu,false,
2022-01-09 09:00:00,Sweden,South Central Sweden,SE-SE3,1.89,29.2,99.77,65.0,entsoe.eu,false,
2022-01-09 10:00:00,Sweden,South Central Sweden,SE-SE3,1.61,28.8,99.79,66.2,entsoe.eu,false,
2022-01-09 11:00:00,Sweden,South Central Sweden,SE-SE3,1.62,28.68,99.79,66.6,entsoe.eu,false,
2022-01-09 12:00:00,Sweden,South Central Sweden,SE-SE3,1.68,29.14,99.78,66.65,entsoe.eu,false,
2022-01-09 13:00:00,Sweden,South Central Sweden,SE-SE3,1.64,29.06,99.78,67.14,entsoe.eu,false,
2022-01-09 14:00:00,Sweden,South Central Sweden,SE-SE3,6.9,34.91,99.07,66.83,entsoe.eu,false,
2022-01-09 15:00:00,Sweden,South Central Sweden,SE-SE3,8.71,36.98,98.8,66.78,entsoe.eu,false,
2022-01-09 16:00:00,Sweden,South Central Sweden,SE-SE3,7.13,35.27,99.02,67.22,entsoe.eu,false,
2022-01-09 17:00:00,Sweden,South Central Sweden,SE-SE3,6.95,35.16,99.05,66.92,entsoe.eu,false,
2022-01-09 18:00:00,Sweden,South Central Sweden,SE-SE3,10.7,39.42,98.55,66.67,entsoe.eu,false,
2022-01-09 19:00:00,Sweden,South Central Sweden,SE-SE3,7.31,35.6,99.02,66.49,entsoe.eu,false,
2022-01-09 20:00:00,Sweden,South Central Sweden,SE-SE3,4.15,32.07,99.45,66.19,entsoe.eu,false,
2022-01-09 21:00:00,Sweden,South Central Sweden,SE-SE3,1.62,29.08,99.79,66.36,entsoe.eu,false,
2022-01-09 22:00:00,Sweden,South Central Sweden,SE-SE3,1.66,29.72,99.79,65.79,entsoe.eu,false,
2022-01-09 23:00:00,Sweden,South Central Sweden,SE-SE3,1.63,29.82,99.8,64.24,entsoe.eu,false,
2022-01-10 00:00:00,Sweden,South Central Sweden,SE-SE3,1.54,29.42,99.83,62.59,entsoe.eu,false,
2022-01-10 01:00:00,Sweden,South Central Sweden,SE-SE3,1.54,29.49,99.83,62.27,entsoe.eu,false,
2022-01-10 02:00:00,Sweden,South Central Sweden,SE-SE3,1.56,29.59,99.83,62.41,entsoe.eu,false,
2022-01-10 03:00:00,Sweden,South Central Sweden,SE-SE3,1.61,29.63,99.82,62.18,entsoe.eu,false,
2022-01-10 04:00:00,Sweden,South Central Sweden,SE-SE3,5.53,34.17,99.28,62.83,entsoe.eu,false,
2022-01-10 05:00:00,Sweden,South Central Sweden,SE-SE3,11.1,40.08,98.49,65.21,entsoe.eu,false,
2022-01-10 06:00:00,Sweden,South Central Sweden,SE-SE3,11.09,40.51,98.44,65.63,entsoe.eu,false,
2022-01-10 07:00:00,Sweden,South Central Sweden,SE-SE3,10.54,41.16,98.52,65.97,entsoe.eu,false,
2022-01-10 08:00:00,Sweden,South Central Sweden,SE-SE3,11.71,43.39,98.36,64.99,entsoe.eu,false,
2022-01-10 09:00:00,Sweden,South Central Sweden,SE-SE3,11.63,43.17,98.38,65.4,entsoe.eu,false,
2022-01-10 10:00:00,Sweden,South Central Sweden,SE-SE3,11.44,43.23,98.4,65.19,entsoe.eu,false,
2022-01-10 11:00:00,Sweden,South Central Sweden,SE-SE3,12.37,44.1,98.28,64.98,entsoe.eu,false,
2022-01-10 12:00:00,Sweden,South Central Sweden,SE-SE3,12.19,44.14,98.31,64.75,entsoe.eu,false,
